product_id,product_name,category,subcategory,cost_price
169,Stage Accessories,Electronics,Accessories,4761.12
170,Read Accessories,Electronics,Accessories,2971.2
171,Either Accessories,Electronics,Accessories,1236.37
172,Protect Education,Books,Education,2587.35
173,Her Furniture,Home,Furniture,3790.61
174,Citizen Men,Clothing,Men,1677.09
175,Man Furniture,Home,Furniture,1579.39
176,Item Women,Clothing,Women,4494.67
177,Out Men,Clothing,Men,4356.34
178,Letter Mobile,Electronics,Mobile,4843.02
179,Need Kids,Clothing,Kids,625.11
180,Practice Kids,Clothing,Kids,2223.12
181,Provide Furniture,Home,Furniture,211.02
182,Visit Women,Clothing,Women,1223.63
183,Million Furniture,Home,Furniture,391.53
184,Picture Kids,Clothing,Kids,1038.59
185,Small Kitchen,Home,Kitchen,4631.64
186,That Women,Clothing,Women,1696.37
187,BALL WOMEN,Clothing,Women,1780.8
188,All Decor,Home,Decor,4800.6
189,Voice Men,Clothing,Men,4131.07
190,Person Fiction,Books,Fiction,3243.29
191,Relationship Education,Books,Education,1604.45
192,Into Women,Clothing,Women,4296.16
193,Million Education,Books,Education,4306.08
194,Force Mobile,Electronics,Mobile,4994.18
195,A Mobile,Electronics,Mobile,1502.97
196,Blood Fiction,Books,Fiction,2174.97
197,Do Furniture,Home,Furniture,4788.15
198,Play Kitchen,Home,Kitchen,181.47
199,Real Education,Books,Education,1748.03
200,Agreement Accessories,Electronics,Accessories,2342.61
201,But Mobile,Electronics,Mobile,2977.26
202,Life Comics,Books,Comics,824.87
203,Quickly Comics,Books,Comics,4471.55
204,Strong Kitchen,Home,Kitchen,1537.76
205,Response Mobile,Electronics,Mobile,1887.28
206,Member Mobile,Electronics,Mobile,4746.39
207,High Laptop,Electronics,Laptop,1255.64
208,Story Kids,Clothing,Kids,1242.3
209,Career Kids,Clothing,Kids,2577.45
210,Down Mobile,Electronics,Mobile,3013.87
211,Player Furniture,Home,Furniture,3503.19
212,Join Kitchen,Home,Kitchen,3255.15
213,Gun Laptop,Electronics,Laptop,4088.59
214,Painting Laptop,Electronics,Laptop,1825.42
215,Stage Laptop,Electronics,Laptop,3934.64
216,Character Decor,Home,Decor,681.99
217,No Kitchen,Home,Kitchen,2358.78
218,Get Laptop,Electronics,Laptop,3340.81
219,What Kids,Clothing,Kids,3033.36
220,Song Kids,Clothing,Kids,1373.8
221,Walk Women,Clothing,Women,427.17
222,WORK WOMEN,Clothing,Women,2211.38
223,Generation Mobile,Electronics,Mobile,3669.2
224,Power Decor,Home,Decor,2710.24
225,Say Comics,Books,Comics,138.95
226,Talk Furniture,Home,Furniture,4183.52
227,Add Decor,Home,Decor,646.34
228,Religious Comics,Books,Comics,3881.94
229,Project Furniture,Home,Furniture,280.97
230,Behavior Decor,Home,Decor,4658.38
231,Mouth Kids,Clothing,Kids,3468.4
232,Although Mobile,Electronics,Mobile,3672.49
233,Book Women,Clothing,Women,1583.65
234,But Decor,Home,Decor,4171.87
235,Other Mobile,Electronics,Mobile,4226.73
236,Throughout Comics,Books,Comics,2017.43
237,Work Education,Books,Education,4706.12
238,Over Kitchen,Home,Kitchen,4099.94
239,Cup Kitchen,Home,Kitchen,3262.68
240,Study Men,Clothing,Men,1415.28
241,Question Furniture,Home,Furniture,2996.52
242,Necessary Comics,Books,Comics,2777.65
243,Involve Kitchen,Home,Kitchen,2680.49
244,Per Kids,Clothing,Kids,1563.44
245,Opportunity Furniture,Home,Furniture,4859.05
246,Time Mobile,Electronics,Mobile,2588.3
247,Style Mobile,Electronics,Mobile,3713.56
248,Space Women,Clothing,Women,1773.03
249,Past Comics,Books,Comics,1956.81
250,What Mobile,Electronics,Mobile,1040.29
251,Perform Mobile,Electronics,Mobile,4381.71
252,Themselves Accessories,Electronics,Accessories,588.23
253,Someone Women,Clothing,Women,1809.59
254,Ahead Fiction,Books,Fiction,3217.04
255,Specific Furniture,Home,Furniture,3726.79
256,Production Kitchen,Home,Kitchen,3244.13
257,Evening Education,Books,Education,1169.74
258,Travel Kids,Clothing,Kids,3622.88
259,Sister Kitchen,Home,Kitchen,978.17
260,Peace Mobile,Electronics,Mobile,1015.84
261,Fear Kids,Clothing,Kids,1448.89
262,Sport Kids,Clothing,Kids,3302.28
263,Them Education,Books,Education,2889.45
264,Develop Decor,Home,Decor,3624.35
265,Already Women,Clothing,Women,2542.35
266,Result Women,Clothing,Women,338.9
267,Test Men,Clothing,Men,931.27
268,Unit Women,Clothing,Women,1070.9
269,Affect Men,Clothing,Men,2536.25
270,Dream Kitchen,Home,Kitchen,1335.46
271,Most Mobile,Electronics,Mobile,3057.37
272,Begin Fiction,Books,Fiction,1086.62
273,Chance Women,Clothing,Women,4891.38
274,I Men,Clothing,Men,3280.56
275,Available Furniture,Home,Furniture,3845.48
276,Mrs Men,Clothing,Men,2850.72
277,Remain Kitchen,Home,Kitchen,1739.21
278,Reach Mobile,Electronics,Mobile,1222.76
279,Expert Kids,Clothing,Kids,1578.06
280,Include Kitchen,Home,Kitchen,3070.05
281,  Often Mobile  ,Electronics,Mobile,1370.15
282,Natural Comics,Books,Comics,4342.54
283,Most Kids,Clothing,Kids,663.8
284,Operation Women,Clothing,Women,4659.8
285,Successful Accessories,Electronics,Accessories,2783.29
286,Drive Laptop,Electronics,Laptop,3596.3
287,Fine Mobile,Electronics,Mobile,4386.57
288,Toward Fiction,Books,Fiction,3829.13
289,Media Men,Clothing,Men,3571.59
290,medical women,Clothing,Women,3172.07
291,Him Furniture,Home,Furniture,3537.02
292,Table Kitchen,Home,Kitchen,4285.23
293,Degree Furniture,Home,Furniture,3114.47
294,Three Comics,Books,Comics,522.33
295,Laugh Mobile,Electronics,Mobile,1236.78
296,Name Men,Clothing,Men,1838.04
297,So Decor,Home,Decor,514.84
298,Whose Women,Clothing,Women,4926.55
299,Long Comics,Books,Comics,2542.64
300,Recent Furniture,Home,Furniture,3793.07
301,Director Women,Clothing,Women,2555.87
302,Affect Men,Clothing,Men,4240.55
303,Game Furniture,Home,Furniture,1096.66
304,Personal Furniture,Home,Furniture,3487.2
305,Old Kitchen,Home,Kitchen,2980.14
306,Range Women,Clothing,Women,3728.43
307,Under Men,Clothing,Men,556.38
308,Current Accessories,Electronics,Accessories,694.3
309,Either Accessories,Electronics,Accessories,3323.81
310,Group Kids,Clothing,Kids,1319.2
311,Notice Education,Books,Education,2314.97
312,Tax Laptop,Electronics,Laptop,1918.93
313,Kitchen Laptop,Electronics,Laptop,4358.56
314,Himself Comics,Books,Comics,108.05
315,Argue Accessories,Electronics,Accessories,2376.94
316,Attack Men,Clothing,Men,628.0
317,Office Furniture,Home,Furniture,1577.91
318,DOCTOR DECOR,Home,Decor,1394.39
319,Significant Accessories,Electronics,Accessories,3752.94
320,Share Decor,Home,Decor,3697.38
321,Defense Mobile,Electronics,Mobile,1235.39
322,environment comics,Books,Comics,2467.25
323,Respond Laptop,Electronics,Laptop,3657.87
324,Around Furniture,Home,Furniture,927.83
325,Truth Fiction,Books,Fiction,3251.13
326,Federal Fiction,Books,Fiction,2030.58
327,Force Kids,Clothing,Kids,2434.35
328,Top Accessories,Electronics,Accessories,488.53
329,Hear Accessories,Electronics,Accessories,4516.25
330,Common Decor,Home,Decor,1970.16
331,Mouth Women,Clothing,Women,1193.59
332,Itself Accessories,Electronics,Accessories,2032.05
333,Relate Decor,Home,Decor,3581.19
334,Behavior Fiction,Books,Fiction,2429.75
335,Affect Kitchen,Home,Kitchen,1424.69
336,Budget Kids,Clothing,Kids,2574.3
337,System Kids,Clothing,Kids,2091.05
338,Since Women,Clothing,Women,3199.76
339,Commercial Accessories,Electronics,Accessories,494.94
340,Better Kids,Clothing,Kids,4314.88
341,Congress Fiction,Books,Fiction,3637.73
342,Financial Kids,Clothing,Kids,2032.08
343,Whatever Laptop,Electronics,Laptop,2046.68
344,Not Decor,Home,Decor,2526.47
345,Sister Men,Clothing,Men,993.47
346,New Women,Clothing,Women,1563.48
347,Kitchen Kitchen,Home,Kitchen,3982.36
348,  Right Kids  ,Clothing,Kids,2287.22
349,Federal Men,Clothing,Men,4214.4
350,Push Furniture,Home,Furniture,3997.26
351,Start Furniture,Home,Furniture,1533.18
352,Politics Laptop,Electronics,Laptop,721.64
353,Have Fiction,Books,Fiction,995.71
354,Want Comics,Books,Comics,4598.36
355,This Decor,Home,Decor,3091.16
356,Road Education,Books,Education,2058.55
357,APPROACH KIDS,Clothing,Kids,3265.26
358,Laugh Women,Clothing,Women,2484.05
359,His Accessories,Electronics,Accessories,905.49
360,Continue Education,Books,Education,4616.24
361,Human Women,Clothing,Women,3987.73
362,Institution Kids,Clothing,Kids,3335.72
363,Probably Kitchen,Home,Kitchen,4939.78
364,THINK DECOR,Home,Decor,646.57
365,Sort Mobile,Electronics,Mobile,1616.63
366,Under Kids,Clothing,Kids,4318.29
367,Seat Men,Clothing,Men,1857.56
368,She Mobile,Electronics,Mobile,3475.62
369,Other Education,Books,Education,1361.24
370,Specific Accessories,Electronics,Accessories,3939.52
371,Show Decor,Home,Decor,3626.02
372,Affect Laptop,Electronics,Laptop,948.24
373,Behind Men,Clothing,Men,1451.75
374,Specific Kids,Clothing,Kids,395.32
375,Blood Women,Clothing,Women,1156.2
376,Reduce Comics,Books,Comics,2709.13
377,Along Kitchen,Home,Kitchen,1130.52
378,Movie Decor,Home,Decor,4612.15
379,Both Accessories,Electronics,Accessories,3622.39
380,Her Men,Clothing,Men,1221.79
381,Still Furniture,Home,Furniture,4804.36
382,Stuff Laptop,Electronics,Laptop,818.6
383,We Fiction,Books,Fiction,3450.24
384,Tough Furniture,Home,Furniture,3798.92
385,Gas Laptop,Electronics,Laptop,3097.34
386,Quickly Men,Clothing,Men,790.89
387,Miss Kids,Clothing,Kids,1545.69
388,She Laptop,Electronics,Laptop,3198.74
389,Popular Men,Clothing,Men,2289.76
390,Attorney Fiction,Books,Fiction,307.29
391,Note Fiction,Books,Fiction,835.11
392,Century Women,Clothing,Women,1440.58
393,Factor Accessories,Electronics,Accessories,616.28
394,Free Women,Clothing,Women,3276.84
395,Exactly Mobile,Electronics,Mobile,3502.01
396,Suffer Furniture,Home,Furniture,1696.28
397,Low Kitchen,Home,Kitchen,2685.67
398,Feel Comics,Books,Comics,4775.16
399,Local Kids,Clothing,Kids,2462.55
400,Determine Women,Clothing,Women,2391.65
401,Nearly Laptop,Electronics,Laptop,1744.7
402,Security Women,Clothing,Women,902.11
403,RADIO EDUCATION,Books,Education,4309.5
404,Debate Decor,Home,Decor,4246.6
405,  Claim Kids  ,Clothing,Kids,2415.04
406,Community Women,Clothing,Women,1074.72
407,Responsibility Accessories,Electronics,Accessories,839.86
408,Dream Kids,Clothing,Kids,244.97
409,Prepare Education,Books,Education,2922.24
410,Account Kitchen,Home,Kitchen,3198.16
411,Organization Women,Clothing,Women,1165.29
412,National Comics,Books,Comics,3891.68
413,Though Comics,Books,Comics,3159.28
414,service kitchen,Home,Kitchen,1984.06
415,Pattern Fiction,Books,Fiction,2899.29
416,Role Education,Books,Education,4116.09
417,Table Furniture,Home,Furniture,1639.49
418,Must Men,Clothing,Men,555.29
419,Popular Accessories,Electronics,Accessories,4708.92
420,  Those Kids  ,Clothing,Kids,839.52
421,Civil Accessories,Electronics,Accessories,3305.16
422,Agree Accessories,Electronics,Accessories,2486.84
423,NOTICE KITCHEN,Home,Kitchen,2319.06
424,Third Mobile,Electronics,Mobile,835.83
425,Toward Men,Clothing,Men,3349.05
426,  Evidence Fiction  ,Books,Fiction,2903.56
427,Section Decor,Home,Decor,1877.29
428,Wrong Furniture,Home,Furniture,3656.21
429,Detail Women,Clothing,Women,3428.56
430,Real Kitchen,Home,Kitchen,4387.81
431,Effect Comics,Books,Comics,162.12
432,Foreign Furniture,Home,Furniture,3199.18
433,Age Kitchen,Home,Kitchen,730.85
434,I Kitchen,Home,Kitchen,2460.86
435,Plant Furniture,Home,Furniture,109.48
436,Single Fiction,Books,Fiction,4896.42
437,Focus Decor,Home,Decor,2121.61
438,  Teacher Men  ,Clothing,Men,3344.91
439,Prevent Education,Books,Education,4437.68
440,Rate Decor,Home,Decor,320.17
441,Rise Accessories,Electronics,Accessories,826.75
442,Several Kids,Clothing,Kids,3403.6
443,Face Education,Books,Education,3976.54
444,Hotel Comics,Books,Comics,539.14
445,Yeah Comics,Books,Comics,3215.67
446,Total Women,Clothing,Women,289.42
447,Lawyer Mobile,Electronics,Mobile,3909.34
448,Activity Kitchen,Home,Kitchen,3416.66
449,Too Women,Clothing,Women,2786.37
450,Claim Mobile,Electronics,Mobile,3445.79
451,Wall Kitchen,Home,Kitchen,980.59
452,range kitchen,Home,Kitchen,643.33
453,Fight Women,Clothing,Women,3071.19
454,Stock Kitchen,Home,Kitchen,3192.09
455,Simply Men,Clothing,Men,2526.3
456,Player Kids,Clothing,Kids,395.02
457,Office Decor,Home,Decor,4023.97
458,Star Fiction,Books,Fiction,2240.91
459,Current Fiction,Books,Fiction,297.06
460,Factor Kids,Clothing,Kids,336.99
461,Time Women,Clothing,Women,2472.94
462,Light Laptop,Electronics,Laptop,2083.51
463,Perform Mobile,Electronics,Mobile,3814.24
464,Understand Accessories,Electronics,Accessories,4354.55
465,Majority Education,Books,Education,4353.93
466,Stay Accessories,Electronics,Accessories,3880.38
467,Article Fiction,Books,Fiction,3700.62
468,This Men,Clothing,Men,3949.97
469,Reach Laptop,Electronics,Laptop,2652.9
470,Drop Kitchen,Home,Kitchen,2368.11
471,Here Furniture,Home,Furniture,3429.55
472,Few Men,Clothing,Men,1236.03
473,Former Mobile,Electronics,Mobile,1783.44
474,White Fiction,Books,Fiction,2528.6
475,Half Accessories,Electronics,Accessories,913.27
476,Practice Comics,Books,Comics,3485.7
477,Body Laptop,Electronics,Laptop,4502.32
478,Center Education,Books,Education,4028.8
479,Billion Comics,Books,Comics,4008.68
480,Pressure Kids,Clothing,Kids,720.66
481,WORLD MOBILE,Electronics,Mobile,2123.91
482,Spring Accessories,Electronics,Accessories,3156.46
483,Fire Decor,Home,Decor,3460.22
484,Law Women,Clothing,Women,3054.13
485,Rest Women,Clothing,Women,3951.52
486,Where Mobile,Electronics,Mobile,870.77
487,Already Kitchen,Home,Kitchen,1586.63
488,  Enter Accessories  ,Electronics,Accessories,1541.4
489,Statement Laptop,Electronics,Laptop,387.71
490,Must Mobile,Electronics,Mobile,1396.64
491,Today Kitchen,Home,Kitchen,3878.17
492,Knowledge Accessories,Electronics,Accessories,3627.87
493,Capital Education,Books,Education,4575.08
494,Return Furniture,Home,Furniture,4557.82
495,Woman Laptop,Electronics,Laptop,4407.59
496,If Men,Clothing,Men,2816.77
497,Reflect Women,Clothing,Women,3219.31
498,Congress Kids,Clothing,Kids,4298.4
499,National Fiction,Books,Fiction,996.89
500,Relationship Decor,Home,Decor,1225.41
