order_id,customer_id,order_date,status
363,90.0,2024-10-04 10:51:38,SHIPPED
364,267.0,2025-04-21 01:52:33,PLACED
365,184.0,2024-12-22 05:01:25,PLACED
366,438.0,2025-10-17 10:12:46,CANCELLED
367,443.0,2024-08-13 19:14:26,CANCELLED
368,173.0,2026-05-17 09:22:36,SHIPPED
369,324.0,2025-01-19 02:05:29,DELIVERED
370,446.0,2026-02-01 18:48:18,DELIVERED
371,281.0,2025-11-24 05:11:12,DELIVERED
372,97.0,2026-04-12 17:04:44,PLACED
373,227.0,2025-10-31 01:08:42,PLACED
374,366.0,2025-11-05 13:42:58,CANCELLED
375,405.0,2024-08-09 14:32:02,RETURNED
376,154.0,2025-09-26 11:35:46,DELIVERED
377,269.0,2024-08-20 06:27:08,RETURNED
378,229.0,2025-09-23 08:45:38,SHIPPED
379,128.0,2025-08-09 12:06:06,RETURNED
380,384.0,2025-10-07 07:53:46,RETURNED
381,249.0,2025-06-10 12:08:42,PLACED
382,262.0,2026-06-10 07:55:53,PLACED
383,377.0,2025-02-16 23:25:18,RETURNED
384,419.0,2024-12-10 05:42:55,RETURNED
385,31.0,2025-07-30 09:07:38,DELIVERED
386,414.0,2024-11-30 08:24:43,SHIPPED
387,63.0,2024-09-13 14:40:31,RETURNED
388,406.0,2025-07-27 07:08:34,CANCELLED
389,,2026-03-11 04:45:39,CANCELLED
390,69.0,2025-08-16 19:23:54,PLACED
391,306.0,2024-12-16 13:09:53,RETURNED
392,289.0,2025-09-13 14:39:17,RETURNED
393,355.0,2025-08-14 23:33:10,RETURNED
394,153.0,2026-05-05 07:46:54,SHIPPED
395,31.0,2025-03-06 09:29:49,SHIPPED
396,274.0,2026-06-06 11:11:45,DELIVERED
397,,2024-11-26 18:50:36,SHIPPED
398,47.0,2025-07-24 15:50:42,SHIPPED
399,184.0,2025-08-08 03:24:19,CANCELLED
400,41.0,2024-10-10 08:18:44,SHIPPED
401,,2025-09-02 21:11:54,RETURNED
402,159.0,2024-08-09 23:47:04,CANCELLED
403,428.0,2025-03-12 09:39:42,PLACED
404,417.0,2026-05-15 17:46:21,CANCELLED
405,468.0,2025-03-30 19:51:22,SHIPPED
406,348.0,2024-07-19 05:28:45,PLACED
407,479.0,2025-02-22 16:42:13,CANCELLED
408,351.0,2025-09-02 01:46:33,DELIVERED
409,231.0,2025-11-03 03:23:12,RETURNED
410,395.0,2025-10-16 22:44:58,CANCELLED
411,453.0,2025-03-07 03:01:18,SHIPPED
412,167.0,2025-08-13 07:57:57,SHIPPED
413,295.0,2026-05-02 02:27:15,DELIVERED
414,52.0,2025-07-15 00:25:43,SHIPPED
415,472.0,2025-11-15 07:11:33,SHIPPED
416,467.0,26-10-2025 18:13:32,RETURNED
417,118.0,2025-05-05 20:09:06,SHIPPED
418,147.0,2025-10-01 05:33:19,RETURNED
419,154.0,2025-02-13 07:00:57,RETURNED
420,354.0,2026-01-22 20:11:04,CANCELLED
421,15.0,2026-02-08 06:14:40,PLACED
422,94.0,2025-01-26 18:45:56,RETURNED
423,211.0,2026-01-18 09:31:06,RETURNED
424,417.0,2026-02-20 20:55:03,RETURNED
425,430.0,2025-08-14 23:29:21,CANCELLED
426,483.0,2026-05-20 11:15:03,RETURNED
427,2.0,2025-10-20 15:08:32,RETURNED
428,257.0,2024-08-25 23:52:05,CANCELLED
429,277.0,2026-03-01 19:16:09,RETURNED
430,73.0,2024-08-08 01:27:18,SHIPPED
431,299.0,2026-03-03 22:49:40,PLACED
432,473.0,2025-03-16 06:21:21,PLACED
433,121.0,2025-11-12 19:03:42,RETURNED
434,210.0,2025-03-04 13:49:10,RETURNED
435,235.0,2024-09-18 00:22:12,RETURNED
436,92.0,2025-08-03 15:05:01,RETURNED
437,467.0,2025-04-22 10:27:44,SHIPPED
438,50.0,2025-07-15 05:47:52,PLACED
439,416.0,2024-09-26 16:48:48,SHIPPED
440,492.0,2025-05-03 04:52:15,DELIVERED
441,312.0,2025-07-25 07:54:13,SHIPPED
442,266.0,2025-04-10 19:41:23,DELIVERED
443,386.0,2025-10-07 11:29:56,PLACED
444,54.0,2026-04-19 01:17:41,SHIPPED
445,114.0,2025-11-19 15:42:44,DELIVERED
446,233.0,2026-04-07 06:54:35,RETURNED
447,,2024-12-29 23:37:42,DELIVERED
448,448.0,2025-04-27 01:30:00,RETURNED
449,416.0,2024-12-18 09:33:08,RETURNED
450,167.0,2024-12-07 15:06:23,CANCELLED
451,163.0,2026-07-04 08:57:07,DELIVERED
452,,2024-08-19 03:06:08,SHIPPED
453,64.0,2024-11-19 01:14:26,PLACED
454,31.0,2024-07-28 04:57:28,DELIVERED
455,305.0,2024-12-28 01:54:16,PLACED
456,413.0,2026-06-17 10:31:25,SHIPPED
457,113.0,2025-11-04 21:10:36,SHIPPED
458,192.0,2024-11-07 01:24:40,PLACED
459,58.0,2025-04-09 04:31:52,CANCELLED
460,221.0,2024-09-04 23:07:35,DELIVERED
461,283.0,2025-06-01 19:52:34,PLACED
462,82.0,2025-06-25 21:48:08,DELIVERED
463,119.0,12-12-2025 02:44:52,DELIVERED
464,43.0,2025-01-09 14:33:21,RETURNED
465,310.0,2025-08-26 08:32:31,PLACED
466,55.0,2025-02-19 22:50:34,SHIPPED
467,39.0,2024-10-27 03:26:08,DELIVERED
468,215.0,2025-05-18 03:31:49,DELIVERED
469,466.0,2025-02-08 09:37:56,DELIVERED
470,465.0,2024-08-02 10:32:59,DELIVERED
471,228.0,2025-11-01 10:49:18,RETURNED
472,386.0,2025-02-23 06:45:14,CANCELLED
473,279.0,2024-10-05 21:19:00,PLACED
474,458.0,02-01-2026 20:50:54,PLACED
475,,2026-01-14 05:31:09,DELIVERED
476,205.0,2024-10-05 20:22:42,DELIVERED
477,342.0,2025-01-11 05:36:42,DELIVERED
478,189.0,2025-04-06 01:42:19,DELIVERED
479,413.0,2024-11-14 18:12:31,PLACED
480,105.0,2025-06-06 21:31:12,RETURNED
481,52.0,2026-02-03 20:24:46,PLACED
482,152.0,25-11-2025 07:57:40,SHIPPED
483,208.0,2025-09-03 15:45:28,CANCELLED
484,38.0,2024-08-31 04:49:09,DELIVERED
485,261.0,2025-02-16 06:42:20,RETURNED
486,374.0,2025-09-20 13:25:14,DELIVERED
487,300.0,2024-10-12 09:20:33,SHIPPED
488,297.0,2024-07-22 20:11:14,PLACED
489,104.0,2024-10-17 13:26:33,SHIPPED
490,353.0,12-04-2026 22:29:08,SHIPPED
491,425.0,2025-09-13 22:37:43,PLACED
492,296.0,2025-06-20 03:54:12,DELIVERED
493,14.0,2026-05-27 18:15:30,SHIPPED
494,352.0,2026-05-28 22:20:50,PLACED
495,35.0,2024-10-26 00:13:34,SHIPPED
496,99.0,2024-12-31 04:38:09,SHIPPED
497,448.0,2025-04-21 14:59:25,RETURNED
498,45.0,2026-07-16 07:47:28,PLACED
499,179.0,2024-07-21 07:24:39,PLACED
500,27.0,2026-04-10 13:20:58,RETURNED
