item_id,order_id,product_id,quantity,unit_price,discount_percent
309,316,286,3,3596.3,68.39
310,312,188,8,4800.6,89.28
311,243,448,6,3416.66,64.84
312,5,67,7,2712.38,90.36
313,268,467,3,3700.62,43.44
314,347,135,2,4578.74,66.33
315,382,304,5,3487.2,85.85
316,70,418,10,555.29,57.16
317,160,473,10,1783.44,13.62
318,315,7,4,2851.06,7.65
319,293,136,5,1095.92,89.1
320,236,478,3,4028.8,18.92
321,474,187,-124,1780.8,81.52
322,217,359,-63,905.49,66.84
323,101,305,7,2980.14,4.92
324,456,70,10,2557.64,35.45
325,9,129,1,540.46,22.43
326,72,120,4,1885.58,22.44
327,98,129,9,540.46,79.71
328,225,435,-146,109.48,44.35
329,4,157,8,437.17,17.02
330,301,350,7,3997.26,10.43
331,278,382,4,818.6,44.98
332,290,375,1,1156.2,76.7
333,426,116,2,1434.62,31.43
334,126,210,2,3013.87,5.12
335,183,289,8,3571.59,16.14
336,61,236,4,2017.43,84.57
337,18,70,6,2557.64,89.56
338,13,102,3,501.05,2.68
339,331,58,9,3125.15,19.91
340,381,449,3,2786.37,98.43
341,456,348,6,2287.22,65.69
342,320,292,9,4285.23,56.9
343,4,168,6,3283.66,7.22
344,157,159,7,775.13,47.96
345,401,396,5,1696.28,50.78
346,182,42,3,1312.63,94.6
347,88,121,6,1079.75,64.1
348,370,312,5,1918.93,70.19
349,178,18,5,1367.36,12.29
350,195,393,10,616.28,67.75
351,211,198,1,181.47,60.61
352,80,234,10,4171.87,97.38
353,274,100,3,4035.91,42.46
354,123,224,10,2710.24,58.29
355,220,327,6,2434.35,68.52
356,247,60,9,3921.04,40.08
357,177,276,6,2850.72,92.57
358,496,108,4,2347.52,13.35
359,138,306,4,3728.43,35.82
360,298,32,4,2789.12,89.22
361,22,193,10,4306.08,23.6
362,123,57,9,3942.79,34.81
363,143,12,7,3452.06,70.36
364,100,107,2,1525.66,27.88
365,112,96,8,670.68,65.0
366,442,204,6,1537.76,87.05
367,255,65,9,1608.05,82.3
368,265,447,-70,3909.34,68.18
369,438,58,5,3125.15,58.72
370,420,149,3,1224.42,70.82
371,477,139,2,4295.29,36.4
372,296,165,2,680.61,34.47
373,53,27,8,4502.02,85.58
374,188,313,6,4358.56,33.55
375,33,80,3,3781.35,54.12
376,463,417,4,1639.49,8.97
377,311,127,4,2632.83,20.41
378,493,479,5,4008.68,9.42
379,105,108,6,2347.52,7.67
380,42,27,10,4502.02,9.9
381,305,351,8,1533.18,80.12
382,6,57,4,3942.79,93.88
383,352,206,2,4746.39,29.18
384,3,436,6,4896.42,67.77
385,441,160,7,2054.38,46.07
386,357,92,1,3010.48,18.31
387,430,278,5,1222.76,83.24
388,166,324,9,927.83,46.52
389,476,4,3,405.73,54.66
390,132,223,6,3669.2,68.15
391,402,462,6,2083.51,46.54
392,17,215,5,3934.64,54.03
393,354,83,6,766.24,14.97
394,135,216,6,681.99,69.33
395,113,161,8,4406.25,36.72
396,28,83,3,766.24,52.61
397,267,56,8,700.13,81.95
398,115,275,1,3845.48,26.03
399,173,452,3,643.33,42.35
400,261,295,8,1236.78,72.87
401,354,462,10,2083.51,58.39
402,305,392,5,1440.58,66.2
403,341,165,5,680.61,83.95
404,162,343,5,2046.68,43.33
405,198,304,6,3487.2,1.01
406,267,53,1,3712.39,7.3
407,376,211,4,3503.19,94.46
408,229,43,1,600.98,81.05
409,338,57,2,3942.79,53.7
410,108,342,5,2032.08,39.69
411,241,225,2,138.95,27.36
412,425,27,3,4502.02,84.98
413,357,69,2,2124.01,26.29
414,244,180,2,2223.12,78.13
415,81,364,4,646.57,88.83
416,96,14,1,2429.54,26.15
417,414,15,8,3485.36,29.57
418,148,342,9,2032.08,34.24
419,133,289,9,3571.59,94.86
420,356,5,7,469.17,29.84
421,73,24,10,1782.51,19.22
422,472,251,2,4381.71,42.59
423,251,23,1,2466.2,96.46
424,15,334,4,2429.75,16.61
425,122,155,1,3943.61,17.96
426,470,471,8,3429.55,89.76
427,122,186,7,1696.37,25.96
428,489,415,4,2899.29,80.25
429,129,312,7,1918.93,26.99
430,407,150,6,1451.45,68.17
431,269,101,5,3771.82,14.44
432,359,331,5,1193.59,73.14
433,430,431,9,162.12,46.21
434,347,444,8,539.14,65.09
435,396,407,9,839.86,17.9
436,312,499,6,996.89,16.0
437,495,303,9,1096.66,38.49
438,469,284,6,4659.8,39.69
439,470,244,8,1563.44,45.64
440,53,271,5,3057.37,84.98
441,483,369,6,1361.24,34.32
442,464,200,7,2342.61,82.63
443,160,387,4,1545.69,80.61
444,289,206,5,4746.39,57.85
445,261,308,2,694.3,7.7
446,257,468,9,3949.97,64.92
447,143,144,6,1843.16,34.39
448,421,343,2,2046.68,59.91
449,464,341,9,3637.73,1.27
450,26,437,-133,2121.61,60.52
451,256,490,10,1396.64,45.91
452,193,209,5,2577.45,49.92
453,390,49,2,818.59,26.52
454,167,253,3,1809.59,68.62
455,292,202,2,824.87,70.77
456,355,144,7,1843.16,10.96
457,332,451,9,980.59,31.22
458,296,108,2,2347.52,6.82
459,369,80,7,3781.35,65.95
460,153,97,8,2438.07,23.32
461,48,19,9,1928.21,76.47
462,208,438,7,3344.91,30.49
463,132,487,6,1586.63,74.28
464,401,223,6,3669.2,32.68
465,343,151,3,1793.13,76.47
466,414,296,5,1838.04,9.18
467,125,237,7,4706.12,14.88
468,304,151,8,1793.13,40.89
469,48,300,9,3793.07,58.14
470,283,468,8,3949.97,54.26
471,480,413,7,3159.28,65.0
472,363,327,8,2434.35,4.31
473,179,92,9,3010.48,34.5
474,332,78,2,4701.27,45.13
475,121,447,7,3909.34,67.48
476,293,335,9,1424.69,53.44
477,11,128,1,4692.49,58.64
478,17,420,7,839.52,68.43
479,172,460,8,336.99,83.74
480,393,120,8,1885.58,40.85
481,61,63,2,3687.57,98.46
482,325,64,4,4156.89,3.41
483,273,106,7,1110.86,90.84
484,433,356,6,2058.55,21.16
485,487,373,10,1451.75,5.85
486,464,252,10,588.23,86.88
487,228,460,6,336.99,93.69
488,199,399,4,2462.55,87.74
489,31,325,-91,3251.13,73.5
490,492,290,5,3172.07,53.6
491,283,147,9,4987.7,28.09
492,186,215,2,3934.64,21.59
493,321,55,9,1923.31,85.28
494,213,38,10,790.41,50.95
495,74,453,7,3071.19,43.26
496,67,411,10,1165.29,76.13
497,394,482,2,3156.46,27.1
498,102,438,10,3344.91,11.2
499,479,385,2,3097.34,56.41
500,393,163,10,4092.69,13.84
