order_id,customer_id,order_date,status,region_code
72,416.0,2025-05-15 13:24:43,DELIVERED,North
73,11.0,2025-03-21 11:47:58,DELIVERED,West
74,465.0,2025-06-01 08:24:21,DELIVERED,North
75,187.0,2024-08-12 04:07:59,PLACED,East
76,421.0,2026-03-13 03:36:13,DELIVERED,North
77,234.0,2025-04-16 10:27:02,DELIVERED,North
78,386.0,2025-12-28 23:34:42,SHIPPED,East
79,474.0,2025-10-02 16:44:28,DELIVERED,West
80,225.0,2025-08-03 02:02:02,CANCELLED,East
81,129.0,2025-10-09 00:03:44,PLACED,East
82,406.0,2026-06-23 21:43:54,DELIVERED,East
83,122.0,2026-11-02 23:41:32,RETURNED,East
84,291.0,2025-06-09 11:34:58,CANCELLED,North
85,401.0,2024-12-17 14:45:47,DELIVERED,North
86,441.0,2026-03-24 09:01:22,DELIVERED,North
87,7.0,2025-02-12 13:19:45,PLACED,South
88,75.0,2025-02-10 14:36:59,DELIVERED,South
89,292.0,2024-09-14 07:16:36,SHIPPED,South
90,302.0,2026-09-07 02:17:59,DELIVERED,South
91,484.0,2026-03-22 06:15:01,DELIVERED,West
93,438.0,2025-12-12 01:00:07,RETURNED,South
94,336.0,2024-11-16 14:49:16,RETURNED,East
95,285.0,2025-02-21 16:33:59,SHIPPED,South
96,454.0,2025-10-01 09:47:52,RETURNED,North
98,229.0,2025-04-19 03:57:36,SHIPPED,North
99,359.0,2025-10-21 21:10:24,CANCELLED,North
100,414.0,2026-11-03 23:33:15,PLACED,East
101,430.0,2025-12-26 20:16:57,RETURNED,West
102,187.0,2024-11-20 00:29:04,CANCELLED,West
103,404.0,2026-03-07 12:35:27,DELIVERED,South
104,239.0,2025-09-12 00:50:38,PLACED,West
105,441.0,2026-10-02 20:36:17,DELIVERED,East
106,103.0,2025-04-02 14:37:03,CANCELLED,East
107,400.0,2025-11-03 10:47:04,DELIVERED,West
108,286.0,2025-01-29 16:30:43,RETURNED,North
109,258.0,2025-10-26 17:22:01,DELIVERED,South
110,89.0,2026-01-06 23:37:06,DELIVERED,North
111,263.0,2025-09-23 13:22:14,PLACED,North
112,83.0,2025-03-08 04:56:57,DELIVERED,East
114,117.0,2026-04-07 01:07:56,PLACED,South
115,191.0,2025-10-03 19:13:33,SHIPPED,North
116,84.0,2024-10-22 07:09:10,SHIPPED,West
117,115.0,2025-10-24 15:41:53,CANCELLED,North
118,469.0,2026-11-02 13:50:52,RETURNED,South
119,111.0,2026-08-02 15:36:25,CANCELLED,West
120,452.0,2025-07-24 01:28:25,DELIVERED,East
121,61.0,2026-07-03 14:36:42,RETURNED,East
122,365.0,2025-04-15 16:17:08,CANCELLED,West
123,18.0,2025-12-01 08:24:33,RETURNED,South
124,457.0,2025-08-31 11:19:53,PLACED,South
125,246.0,2025-05-22 04:29:03,CANCELLED,East
126,457.0,2024-12-22 04:50:24,SHIPPED,South
127,276.0,2024-12-18 21:49:14,PLACED,East
128,238.0,2026-03-24 02:52:50,PLACED,South
129,490.0,2025-12-16 06:31:17,DELIVERED,North
130,373.0,2025-09-10 19:24:06,CANCELLED,South
131,473.0,2024-09-25 05:43:19,CANCELLED,West
132,356.0,2025-04-05 12:55:11,RETURNED,North
133,227.0,2025-05-02 14:21:52,PLACED,South
134,168.0,2026-05-13 22:39:29,RETURNED,South
135,101.0,2026-01-02 01:34:11,SHIPPED,West
136,310.0,2025-12-31 21:16:56,SHIPPED,South
137,52.0,2025-09-21 21:32:05,SHIPPED,North
138,308.0,2026-03-29 16:50:40,DELIVERED,North
140,45.0,2026-01-02 19:37:38,RETURNED,East
141,2.0,2024-08-15 14:40:26,CANCELLED,North
142,262.0,2024-06-12 08:41:05,DELIVERED,East
143,60.0,2025-10-30 20:49:45,PLACED,East
144,203.0,2024-10-30 15:32:23,PLACED,West
146,127.0,2026-05-14 12:52:33,CANCELLED,South
147,218.0,2026-05-29 14:44:07,PLACED,North
148,394.0,2025-07-01 01:54:06,RETURNED,North
149,160.0,2026-01-05 12:20:47,CANCELLED,North
150,123.0,2025-02-02 23:15:27,CANCELLED,East
151,388.0,2025-03-07 02:51:19,CANCELLED,West
152,391.0,2025-05-01 14:27:05,PLACED,North
153,214.0,2026-03-28 04:48:49,CANCELLED,North
154,30.0,2024-12-20 15:38:13,RETURNED,West
155,372.0,2025-03-22 21:29:55,CANCELLED,North
156,117.0,2026-02-18 21:36:39,PLACED,South
157,373.0,2025-06-05 12:15:55,CANCELLED,South
158,108.0,2024-10-14 07:34:19,SHIPPED,East
159,25.0,2026-08-07 00:47:33,SHIPPED,South
160,83.0,2025-10-15 03:51:51,SHIPPED,North
161,188.0,2024-09-16 13:07:38,SHIPPED,West
162,66.0,2024-07-10 01:19:13,RETURNED,West
163,63.0,2026-07-04 09:28:50,CANCELLED,West
164,385.0,2025-11-14 22:54:57,DELIVERED,East
165,301.0,2025-11-13 07:07:24,CANCELLED,South
166,121.0,2026-05-13 08:42:46,CANCELLED,West
167,210.0,2026-05-31 11:25:10,RETURNED,West
168,276.0,2025-06-28 02:34:12,PLACED,West
169,262.0,2025-02-28 11:25:22,SHIPPED,West
170,492.0,2025-05-02 22:36:37,PLACED,South
171,91.0,2025-06-11 18:51:38,RETURNED,North
172,396.0,2024-11-15 04:52:18,SHIPPED,North
173,356.0,2025-08-22 16:27:41,RETURNED,West
174,16.0,2024-11-17 21:06:03,SHIPPED,West
175,193.0,2024-12-25 20:51:42,CANCELLED,South
176,348.0,2026-01-25 04:45:28,DELIVERED,North
178,11.0,2026-06-20 03:57:59,DELIVERED,East
179,426.0,2024-01-10 04:51:21,DELIVERED,North
180,383.0,2024-07-24 06:20:16,CANCELLED,West
181,390.0,2024-10-09 18:17:48,CANCELLED,North
182,82.0,2025-10-30 20:41:04,RETURNED,South
183,400.0,2025-06-30 00:38:01,DELIVERED,North
184,351.0,2025-06-01 18:20:31,RETURNED,North
185,355.0,2026-11-07 22:55:21,DELIVERED,North
186,174.0,2026-01-28 02:21:28,DELIVERED,East
187,153.0,2026-03-05 07:14:29,RETURNED,North
188,326.0,2025-12-14 07:07:57,RETURNED,West
189,500.0,2026-02-04 10:03:45,RETURNED,North
190,345.0,2025-08-05 10:43:13,SHIPPED,North
191,392.0,2025-05-03 20:04:53,RETURNED,West
192,214.0,2025-01-17 09:40:31,RETURNED,West
193,221.0,2026-03-14 22:04:52,SHIPPED,West
194,193.0,2025-07-01 15:03:02,PLACED,East
195,296.0,2025-05-09 15:06:23,PLACED,South
196,74.0,2025-03-13 09:33:34,SHIPPED,South
198,272.0,2024-10-29 14:05:22,SHIPPED,South
199,7.0,2024-11-17 13:52:54,SHIPPED,South
200,441.0,2026-07-01 11:38:32,RETURNED,West
201,11.0,2025-09-11 02:47:52,CANCELLED,East
202,425.0,2024-07-08 02:08:10,PLACED,South
203,461.0,2025-01-29 20:00:38,CANCELLED,North
204,19.0,2026-01-31 17:45:25,SHIPPED,South
205,98.0,2024-09-10 15:05:08,CANCELLED,West
207,43.0,2025-10-29 21:25:59,PLACED,East
208,307.0,2026-05-21 18:22:05,RETURNED,East
209,161.0,2025-04-02 06:24:39,DELIVERED,West
210,478.0,2025-07-01 21:56:01,CANCELLED,East
211,171.0,2025-06-17 13:13:41,RETURNED,North
212,358.0,2024-07-20 15:20:18,PLACED,East
213,339.0,2024-09-19 01:10:12,DELIVERED,North
214,486.0,2026-02-27 21:07:53,RETURNED,West
215,218.0,2025-08-01 09:07:03,RETURNED,North
216,130.0,2025-08-01 14:29:37,PLACED,East
217,212.0,2025-10-11 15:27:38,RETURNED,South
218,69.0,2024-11-24 12:14:25,DELIVERED,East
219,442.0,2025-04-26 11:23:17,RETURNED,North
220,194.0,2025-09-22 10:25:27,RETURNED,North
221,146.0,2026-02-04 19:01:02,DELIVERED,South
222,138.0,2025-10-28 12:05:19,RETURNED,East
223,217.0,2024-10-28 02:06:48,CANCELLED,North
224,38.0,2025-09-24 04:36:03,DELIVERED,North
225,159.0,2025-09-09 07:23:26,SHIPPED,West
226,10.0,2025-11-25 12:11:39,RETURNED,West
228,394.0,2025-06-30 07:40:22,CANCELLED,East
229,440.0,2025-11-10 01:14:37,CANCELLED,South
230,272.0,2024-11-13 21:23:52,DELIVERED,West
231,173.0,2026-03-31 19:23:35,RETURNED,North
232,283.0,2025-09-25 17:25:36,PLACED,West
233,178.0,2026-04-27 06:54:51,DELIVERED,North
234,100.0,2025-10-27 13:07:06,PLACED,East
235,35.0,2025-01-25 11:19:07,SHIPPED,West
237,486.0,2025-09-20 03:46:16,SHIPPED,West
238,266.0,2026-03-06 06:19:05,PLACED,West
239,496.0,2025-10-02 17:50:49,SHIPPED,South
240,97.0,2025-09-03 06:36:28,PLACED,South
241,175.0,2025-01-28 20:50:52,CANCELLED,East
242,409.0,2025-09-09 15:37:32,DELIVERED,North
243,93.0,2026-01-01 20:01:53,SHIPPED,West
244,61.0,2024-09-21 09:20:40,CANCELLED,North
246,116.0,2025-01-29 06:13:43,PLACED,West
247,106.0,2025-08-01 17:24:00,RETURNED,South
248,324.0,2025-02-21 13:02:12,RETURNED,South
249,274.0,2025-12-18 22:26:23,DELIVERED,East
250,263.0,2025-04-23 09:24:27,CANCELLED,East
251,230.0,2026-01-05 09:25:50,PLACED,West
252,154.0,2025-09-14 12:29:04,DELIVERED,South
253,353.0,2026-02-23 08:36:45,DELIVERED,West
254,332.0,2024-08-14 17:39:08,SHIPPED,South
255,189.0,2025-01-29 03:05:06,PLACED,East
256,411.0,2024-03-12 22:49:44,DELIVERED,West
257,51.0,2025-01-13 16:12:09,RETURNED,North
258,322.0,2025-07-17 19:32:14,PLACED,North
259,49.0,2024-09-19 19:26:32,PLACED,North
260,150.0,2025-07-07 10:17:44,CANCELLED,East
261,256.0,2024-12-15 20:26:01,PLACED,North
262,478.0,2026-05-24 12:03:03,DELIVERED,East
263,376.0,2026-05-30 06:35:41,SHIPPED,North
264,432.0,2026-03-07 16:16:02,DELIVERED,South
265,311.0,2026-07-03 17:59:53,PLACED,East
266,366.0,2025-04-16 01:38:19,DELIVERED,North
267,33.0,2025-12-06 20:22:34,SHIPPED,South
268,478.0,2024-09-13 09:42:05,PLACED,South
269,126.0,2024-04-08 14:44:04,DELIVERED,North
270,322.0,2026-06-23 09:12:08,PLACED,North
271,480.0,2024-08-24 21:17:10,SHIPPED,South
272,381.0,2025-05-16 03:30:18,SHIPPED,South
273,205.0,2024-09-25 15:59:27,SHIPPED,North
274,482.0,2026-01-16 18:33:27,SHIPPED,West
275,2.0,2025-09-10 10:41:53,PLACED,East
276,107.0,2024-12-01 03:29:47,PLACED,South
277,384.0,2026-03-22 16:38:50,PLACED,East
278,405.0,2025-09-11 13:49:34,CANCELLED,East
279,115.0,2025-05-15 20:08:24,PLACED,South
280,458.0,2026-12-01 15:46:17,RETURNED,West
281,399.0,2026-05-21 21:00:32,PLACED,North
282,360.0,2025-07-26 23:39:41,DELIVERED,North
284,248.0,2025-10-23 03:31:55,CANCELLED,North
285,275.0,2025-05-24 02:58:44,PLACED,North
286,256.0,2026-01-31 19:54:47,SHIPPED,East
287,163.0,2026-07-04 14:47:10,DELIVERED,East
288,180.0,2026-02-05 06:09:14,SHIPPED,West
289,93.0,2025-03-26 11:10:18,DELIVERED,West
290,128.0,2025-06-22 03:58:14,SHIPPED,West
291,183.0,2025-10-31 22:12:17,CANCELLED,South
292,372.0,2025-08-01 16:10:32,RETURNED,South
293,351.0,2024-07-20 20:19:49,PLACED,West
295,396.0,2025-11-20 16:16:59,CANCELLED,North
296,500.0,2025-12-28 12:30:33,RETURNED,South
297,31.0,2025-05-18 09:04:12,DELIVERED,East
299,64.0,2026-03-30 04:46:26,CANCELLED,East
300,478.0,2025-11-05 02:56:46,RETURNED,West
301,446.0,2026-03-14 14:49:15,PLACED,West
302,13.0,2025-02-22 22:21:57,CANCELLED,West
303,284.0,2025-10-25 08:32:27,DELIVERED,North
305,59.0,2026-03-27 19:22:58,PLACED,North
306,456.0,2026-04-22 20:05:28,SHIPPED,East
307,188.0,2024-08-02 02:25:23,PLACED,South
308,447.0,2025-09-19 10:10:04,RETURNED,East
309,79.0,2025-07-01 15:18:59,PLACED,South
310,272.0,2024-10-30 08:57:02,CANCELLED,East
311,61.0,2024-10-19 11:45:45,RETURNED,East
312,198.0,2025-03-25 12:34:04,CANCELLED,East
313,89.0,2025-01-14 23:16:32,DELIVERED,East
314,340.0,2026-01-21 11:17:58,RETURNED,West
315,352.0,2025-03-12 01:50:10,PLACED,East
316,482.0,2024-09-19 04:34:42,CANCELLED,South
318,51.0,2025-04-25 16:08:05,PLACED,West
319,344.0,2025-01-21 04:09:17,CANCELLED,East
320,359.0,2025-09-29 00:44:46,RETURNED,West
321,354.0,2025-03-23 08:16:34,RETURNED,West
322,435.0,2024-09-27 11:06:41,PLACED,South
323,297.0,2026-10-04 11:37:27,RETURNED,South
324,59.0,2026-02-24 22:51:43,SHIPPED,South
325,231.0,2025-11-22 23:15:18,RETURNED,East
326,351.0,2025-07-23 17:54:28,PLACED,South
327,379.0,2025-06-26 15:35:18,SHIPPED,West
328,161.0,2025-05-10 21:28:53,PLACED,South
329,339.0,2026-06-07 07:00:05,SHIPPED,East
330,390.0,2025-04-08 04:56:59,CANCELLED,South
331,293.0,2025-02-10 02:28:25,DELIVERED,North
332,437.0,2025-02-06 13:54:03,CANCELLED,North
333,134.0,2025-05-26 01:33:45,PLACED,South
334,230.0,2026-10-07 11:03:30,SHIPPED,South
335,235.0,2025-12-29 08:38:38,DELIVERED,West
336,355.0,2025-12-25 12:49:35,RETURNED,North
337,39.0,2024-09-19 15:29:03,CANCELLED,South
338,270.0,2025-08-10 21:24:09,CANCELLED,North
339,38.0,2025-08-30 23:22:29,SHIPPED,South
340,32.0,2026-02-26 07:07:44,SHIPPED,East
341,246.0,2025-12-31 21:51:27,PLACED,East
342,93.0,2026-06-15 11:09:05,CANCELLED,South
343,94.0,2025-06-05 01:03:03,DELIVERED,South
344,70.0,2026-05-03 02:04:37,RETURNED,North
345,11.0,2025-03-08 20:40:08,SHIPPED,West
346,303.0,2025-08-01 16:42:31,RETURNED,West
347,290.0,2025-08-11 18:43:44,RETURNED,South
348,110.0,2025-09-04 21:52:29,CANCELLED,South
349,496.0,2025-05-16 13:01:29,DELIVERED,South
350,493.0,2025-05-15 23:39:29,SHIPPED,West
351,314.0,2024-12-15 07:51:49,PLACED,West
352,481.0,2025-04-30 00:13:20,SHIPPED,North
353,97.0,2026-05-16 21:00:58,CANCELLED,West
354,202.0,2025-09-04 17:52:46,CANCELLED,North
355,90.0,2025-04-20 11:49:00,PLACED,West
356,473.0,2024-12-07 04:11:02,CANCELLED,West
357,483.0,2025-12-30 17:37:14,DELIVERED,South
358,184.0,2026-01-19 16:32:56,RETURNED,North
359,452.0,2025-11-14 16:48:56,SHIPPED,West
360,124.0,2025-09-07 11:35:25,CANCELLED,South
361,454.0,2025-09-30 07:33:54,DELIVERED,North
362,488.0,2024-08-30 20:44:18,SHIPPED,South
363,81.0,2026-02-04 08:20:25,SHIPPED,East
364,98.0,2025-07-12 22:27:01,RETURNED,East
365,467.0,2024-01-09 18:10:31,RETURNED,South
366,96.0,2025-08-27 20:27:23,CANCELLED,East
367,95.0,2026-06-05 23:48:03,DELIVERED,East
368,207.0,2024-10-13 23:31:47,SHIPPED,South
369,20.0,2025-12-10 01:25:18,SHIPPED,West
370,50.0,2026-04-23 00:57:10,DELIVERED,East
371,161.0,2026-02-19 18:51:01,CANCELLED,North
372,193.0,2025-07-18 10:03:57,SHIPPED,South
373,111.0,2024-09-22 07:36:12,DELIVERED,North
374,109.0,2024-07-30 10:44:27,RETURNED,North
375,437.0,2025-04-06 08:44:45,RETURNED,North
376,345.0,2024-12-15 02:52:29,DELIVERED,West
377,475.0,2024-04-09 02:40:40,SHIPPED,North
378,72.0,2025-08-16 03:30:03,SHIPPED,South
379,156.0,2025-02-09 19:51:29,CANCELLED,East
380,99.0,2025-07-05 19:24:44,CANCELLED,South
381,471.0,2026-03-02 12:55:18,DELIVERED,North
382,84.0,2025-11-17 19:01:31,PLACED,West
383,358.0,2026-03-31 07:32:25,PLACED,South
384,63.0,2025-04-18 07:59:55,PLACED,West
385,57.0,2026-08-03 05:20:55,CANCELLED,East
386,19.0,2025-07-23 13:03:59,PLACED,West
387,386.0,2025-02-16 23:18:46,CANCELLED,North
388,446.0,2024-09-25 11:42:02,DELIVERED,North
389,321.0,2025-09-02 23:52:37,SHIPPED,East
390,109.0,2024-11-18 11:50:25,SHIPPED,South
391,52.0,2025-12-24 22:21:15,DELIVERED,South
392,114.0,2025-02-16 08:12:16,RETURNED,South
393,157.0,2025-05-02 08:09:28,CANCELLED,North
394,328.0,2025-10-13 12:36:16,PLACED,East
395,210.0,2025-08-10 14:09:06,PLACED,East
396,497.0,2024-08-13 12:27:45,PLACED,North
397,149.0,2025-08-28 19:33:01,PLACED,East
398,275.0,2025-04-16 07:47:18,PLACED,South
399,15.0,2026-06-07 13:02:14,PLACED,West
400,43.0,2024-09-02 07:20:48,SHIPPED,East
401,472.0,2025-02-03 19:19:02,DELIVERED,North
402,118.0,2026-05-28 08:43:49,RETURNED,East
403,10.0,2025-04-15 01:40:14,DELIVERED,West
404,281.0,2025-08-13 23:44:21,DELIVERED,West
405,297.0,2025-05-02 10:21:17,PLACED,West
406,294.0,2026-05-24 05:57:19,PLACED,South
407,315.0,2025-01-28 19:49:42,SHIPPED,East
408,16.0,2026-11-04 12:26:03,PLACED,East
409,368.0,2025-12-06 01:11:56,SHIPPED,West
410,144.0,2026-05-21 22:45:26,DELIVERED,North
411,118.0,2025-07-18 16:33:18,SHIPPED,South
412,8.0,2026-06-25 19:59:12,RETURNED,East
413,12.0,2025-07-16 20:07:31,SHIPPED,South
414,3.0,2025-04-11 22:10:54,DELIVERED,South
415,189.0,2026-11-01 13:31:08,PLACED,West
416,43.0,2024-12-20 21:36:14,DELIVERED,South
417,105.0,2026-11-05 00:25:43,DELIVERED,West
418,65.0,2025-08-11 03:06:32,PLACED,North
419,211.0,2024-07-12 04:30:38,RETURNED,East
420,168.0,2025-10-28 12:15:54,RETURNED,North
421,148.0,2026-04-22 23:12:45,PLACED,North
422,484.0,2025-09-10 12:04:03,RETURNED,North
424,329.0,2025-06-24 07:58:06,PLACED,East
425,70.0,2024-11-15 09:00:20,RETURNED,South
426,172.0,2026-05-22 07:44:37,SHIPPED,West
427,78.0,2024-05-11 07:02:34,SHIPPED,West
428,91.0,2025-05-09 17:01:32,SHIPPED,North
429,108.0,2025-08-30 18:30:15,SHIPPED,North
430,424.0,2025-05-22 01:37:18,PLACED,East
431,387.0,2025-01-26 21:11:44,DELIVERED,East
432,329.0,2025-05-15 23:24:13,SHIPPED,South
433,284.0,2025-08-21 14:28:43,RETURNED,South
434,67.0,2026-02-26 21:34:48,PLACED,North
435,2.0,2025-06-21 01:09:14,DELIVERED,North
436,279.0,2024-08-12 18:12:56,PLACED,West
437,413.0,2025-04-14 09:33:15,DELIVERED,South
438,43.0,2025-04-14 19:22:43,PLACED,East
439,165.0,2024-11-30 05:50:46,SHIPPED,South
440,374.0,2025-09-20 13:26:25,SHIPPED,South
441,483.0,2025-08-06 07:52:12,PLACED,South
442,85.0,2025-01-04 03:23:43,DELIVERED,West
443,310.0,2024-09-24 07:51:23,CANCELLED,East
444,27.0,2025-09-24 15:05:10,RETURNED,West
445,403.0,2024-08-24 02:43:11,RETURNED,South
446,150.0,2026-04-18 20:06:31,CANCELLED,North
447,256.0,2025-07-17 10:16:02,CANCELLED,East
450,142.0,2025-03-29 09:08:27,DELIVERED,North
451,109.0,2025-08-20 18:49:19,CANCELLED,East
452,104.0,2024-08-25 18:00:06,DELIVERED,West
453,389.0,2025-03-12 10:51:25,CANCELLED,North
454,293.0,2025-10-18 00:23:59,PLACED,South
456,125.0,2026-01-06 07:37:50,SHIPPED,East
457,126.0,2026-06-18 00:12:33,RETURNED,South
458,336.0,2026-02-20 01:52:43,RETURNED,North
459,399.0,2025-08-19 20:04:06,SHIPPED,North
460,439.0,2024-09-12 00:05:10,RETURNED,South
461,400.0,2025-05-13 01:59:53,RETURNED,North
462,66.0,2026-07-18 21:40:30,SHIPPED,North
463,360.0,2025-04-13 19:48:42,DELIVERED,South
464,347.0,2025-10-20 17:43:45,RETURNED,South
465,60.0,2026-06-29 00:56:04,PLACED,North
466,319.0,2025-02-20 23:53:16,CANCELLED,South
467,343.0,2026-03-11 05:25:19,RETURNED,East
468,405.0,2025-11-25 05:36:29,CANCELLED,West
469,400.0,2024-12-28 12:14:41,CANCELLED,East
470,63.0,2024-11-20 15:54:58,CANCELLED,West
471,190.0,2026-02-18 05:11:00,DELIVERED,North
472,35.0,2024-10-11 08:03:40,PLACED,South
473,471.0,2025-08-30 23:18:25,CANCELLED,North
474,236.0,2026-04-17 18:35:51,PLACED,North
475,53.0,2026-04-29 12:23:19,SHIPPED,South
476,257.0,2024-12-13 21:43:32,CANCELLED,South
478,405.0,2025-05-21 13:19:14,RETURNED,North
479,272.0,2024-06-09 01:43:48,DELIVERED,East
480,225.0,2025-02-27 21:37:37,PLACED,East
481,422.0,2026-03-30 07:00:30,PLACED,South
482,378.0,2026-04-24 17:30:21,SHIPPED,West
483,358.0,2026-04-05 00:15:03,SHIPPED,West
484,378.0,2025-11-26 13:14:11,CANCELLED,East
485,209.0,2025-06-26 13:36:47,RETURNED,East
486,24.0,2025-12-03 06:47:32,CANCELLED,West
487,462.0,2026-01-28 11:22:22,SHIPPED,West
488,296.0,2025-05-20 00:44:42,DELIVERED,West
489,189.0,2025-02-20 16:16:38,SHIPPED,West
490,463.0,2026-04-02 22:56:44,RETURNED,South
491,55.0,2026-03-07 09:52:27,DELIVERED,West
492,235.0,2025-01-21 09:34:29,RETURNED,South
493,239.0,2025-12-18 05:07:34,RETURNED,West
494,8.0,2025-03-08 23:40:06,DELIVERED,West
495,321.0,2025-04-14 05:41:53,SHIPPED,West
496,342.0,2026-06-25 04:43:53,CANCELLED,East
497,263.0,2026-04-15 02:53:18,DELIVERED,West
498,277.0,2025-07-25 17:00:11,CANCELLED,North
499,272.0,2024-08-28 17:11:59,CANCELLED,South
500,184.0,2025-07-27 06:01:34,SHIPPED,South
