product_id,product_name,category,subcategory,cost_price
61,Great Laptop,Electronics,Laptop,1820.51
62,Summer Women,Clothing,Women,2719.15
63,Star Accessories,Electronics,Accessories,558.55
64,Forget Men,Clothing,Men,4522.79
65,Face Comics,Books,Comics,2618.92
66,Second Mobile,Electronics,Mobile,1711.27
67,Arm Decor,Home,Decor,166.13
68,Hundred Comics,Books,Comics,2733.59
69,Detail Mobile,Electronics,Mobile,2373.13
70,Begin Mobile,Electronics,Mobile,4319.15
71,International Education,Books,Education,153.12
72,First Comics,Books,Comics,4731.69
73,Go Kitchen,Home,Kitchen,3455.65
74,Officer Comics,Books,Comics,1822.4
75,Military Education,Books,Education,2734.6
76,Charge Decor,Home,Decor,4542.91
77,Back Mobile,Electronics,Mobile,3173.18
78,Would Women,Clothing,Women,4091.37
79,Me Women,Clothing,Women,511.36
80,Say Education,Books,Education,3960.63
81,Between Men,Clothing,Men,1414.09
82,Walk Decor,Home,Decor,1380.97
83,Still Mobile,Electronics,Mobile,1760.66
84,Thousand Accessories,Electronics,Accessories,174.77
85,Difference Laptop,Electronics,Laptop,818.27
86,Everybody Fiction,Books,Fiction,4966.15
87,Me Men,Clothing,Men,407.32
88,Seem Men,Clothing,Men,3327.88
89,Degree Men,Clothing,Men,1837.46
90,Step Kids,Clothing,Kids,4017.07
91,Sell Education,Books,Education,393.4
92,Forward Men,Clothing,Men,2449.14
93,Together Accessories,Electronics,Accessories,2232.76
94,Oil Women,Clothing,Women,2853.24
95,You Accessories,Electronics,Accessories,3577.32
96,Guess Laptop,Electronics,Laptop,2952.22
97,Education Fiction,Books,Fiction,4881.72
98,Above Women,Clothing,Women,502.81
99,Down Kids,Clothing,Kids,2240.02
100,Deal Decor,Home,Decor,1944.96
101,Left Laptop,Electronics,Laptop,4666.18
102,Knowledge Accessories,Electronics,Accessories,4928.0
103,Character Furniture,Home,Furniture,2402.75
104,Follow Kids,Clothing,Kids,2557.55
105,Owner Mobile,Electronics,Mobile,170.02
106,Lawyer Furniture,Home,Furniture,411.84
107,Scientist Decor,Home,Decor,938.66
108,Old Mobile,Electronics,Mobile,1118.48
109,Choose Fiction,Books,Fiction,3290.62
110,Head Laptop,Electronics,Laptop,2571.25
111,Democrat Fiction,Books,Fiction,2112.27
112,Spring Comics,Books,Comics,1171.26
113,Probably Education,Books,Education,1625.2
114,Recognize Kitchen,Home,Kitchen,4119.39
115,Entire Kids,Clothing,Kids,180.86
116,Exist Kids,Clothing,Kids,2396.5
117,Material Kids,Clothing,Kids,3379.54
118,Certainly Kitchen,Home,Kitchen,1582.9
119,Food Education,Books,Education,2367.68
120,Space Fiction,Books,Fiction,215.67
121,Finally Accessories,Electronics,Accessories,4192.28
122,Almost Fiction,Books,Fiction,967.72
123,Themselves Kids,Clothing,Kids,2954.83
124,Glass Kids,Clothing,Kids,999.87
125,See Men,Clothing,Men,2860.64
126,Onto Laptop,Electronics,Laptop,1850.7
127,Care Decor,Home,Decor,4439.31
128,See Education,Books,Education,1538.91
129,Consumer Kitchen,Home,Kitchen,2732.9
130,Poor Comics,Books,Comics,373.85
131,Ready Decor,Home,Decor,3506.75
132,Administration Mobile,Electronics,Mobile,337.85
133,East Kids,Clothing,Kids,4814.52
134,Activity Kids,Clothing,Kids,996.27
135,Record Men,Clothing,Men,760.44
136,Onto Women,Clothing,Women,2179.28
137,Last Kitchen,Home,Kitchen,4586.97
138,Stay Decor,Home,Decor,4719.81
139,Third Fiction,Books,Fiction,4017.88
140,Place Fiction,Books,Fiction,3983.89
141,Offer Mobile,Electronics,Mobile,3284.03
142,Better Kids,Clothing,Kids,490.6
143,Risk Education,Books,Education,645.2
144,Bag Comics,Books,Comics,3877.31
145,Result Kitchen,Home,Kitchen,4254.86
146,These Kitchen,Home,Kitchen,2684.53
147,Space Women,Clothing,Women,4135.11
148,Environment Furniture,Home,Furniture,2084.83
149,Source Men,Clothing,Men,4911.92
150,Despite Laptop,Electronics,Laptop,3246.46
151,Skill Decor,Home,Decor,4835.38
152,Answer Fiction,Books,Fiction,732.48
153,Here Kids,Clothing,Kids,3620.74
154,Resource Laptop,Electronics,Laptop,4877.32
155,This Mobile,Electronics,Mobile,3935.0
156,Understand Education,Books,Education,3683.29
157,Nation Women,Clothing,Women,529.91
158,International Laptop,Electronics,Laptop,1557.11
159,Congress Kids,Clothing,Kids,2305.54
160,Sometimes Mobile,Electronics,Mobile,1244.9
161,Nearly Accessories,Electronics,Accessories,1712.69
162,Program Education,Books,Education,2749.15
163,President Education,Books,Education,4022.37
164,North Men,Clothing,Men,3035.26
165,Few Education,Books,Education,3412.91
166,Cold Mobile,Electronics,Mobile,4370.12
167,Agreement Laptop,Electronics,Laptop,3922.68
168,Strong Men,Clothing,Men,4384.53
169,Bar Accessories,Electronics,Accessories,852.11
170,Stand Mobile,Electronics,Mobile,2737.59
171,Seem Education,Books,Education,3424.18
172,Air Kitchen,Home,Kitchen,1176.0
173,National Comics,Books,Comics,2803.89
174,Contain Women,Clothing,Women,229.73
175,Leader Furniture,Home,Furniture,529.7
176,American Comics,Books,Comics,4630.81
177,Can Education,Books,Education,3650.09
178,Million Comics,Books,Comics,1399.78
179,Result Accessories,Electronics,Accessories,3486.69
180,Project Comics,Books,Comics,170.35
181,Education Men,Clothing,Men,4188.03
182,Professor Mobile,Electronics,Mobile,3075.63
183,Coach Accessories,Electronics,Accessories,972.19
184,Mr Furniture,Home,Furniture,160.85
185,Arrive Women,Clothing,Women,643.96
186,Best Men,Clothing,Men,2697.55
187,Reflect Laptop,Electronics,Laptop,1467.07
188,Give Mobile,Electronics,Mobile,1375.28
189,Chance Kids,Clothing,Kids,2101.35
190,Financial Laptop,Electronics,Laptop,3112.83
191,Often Kitchen,Home,Kitchen,2726.53
192,Green Laptop,Electronics,Laptop,3583.21
193,Color Education,Books,Education,899.82
194,Open Mobile,Electronics,Mobile,2799.59
195,Final Education,Books,Education,1663.7
196,Price Fiction,Books,Fiction,163.33
197,Great Decor,Home,Decor,1951.22
198,New Comics,Books,Comics,3972.0
199,Rock Kids,Clothing,Kids,924.62
200,Soon Men,Clothing,Men,1442.39
201,Whole Kids,Clothing,Kids,768.12
202,Blood Education,Books,Education,2497.97
203,Idea Furniture,Home,Furniture,4513.22
204,Quite Fiction,Books,Fiction,3564.18
205,Reveal Decor,Home,Decor,4328.9
206,Play Men,Clothing,Men,1543.62
207,Reveal Men,Clothing,Men,226.77
208,Dinner Kids,Clothing,Kids,428.01
209,Paper Education,Books,Education,1889.76
210,Recent Mobile,Electronics,Mobile,3509.27
211,Necessary Kids,Clothing,Kids,1962.41
212,Possible Comics,Books,Comics,595.73
213,With Laptop,Electronics,Laptop,4194.56
214,Exist Decor,Home,Decor,3154.59
215,Short Kitchen,Home,Kitchen,2911.7
216,Perhaps Kitchen,Home,Kitchen,2818.2
217,Figure Furniture,Home,Furniture,3272.74
218,To Kitchen,Home,Kitchen,4022.1
219,Contain Laptop,Electronics,Laptop,1219.07
220,Hand Fiction,Books,Fiction,3665.84
221,Better Kitchen,Home,Kitchen,4552.39
222,Produce Women,Clothing,Women,3426.79
223,Consider Furniture,Home,Furniture,4338.18
224,Listen Women,Clothing,Women,902.84
225,Or Comics,Books,Comics,1943.25
226,Resource Laptop,Electronics,Laptop,1514.38
227,Fast Kitchen,Home,Kitchen,4158.41
228,Also Women,Clothing,Women,4458.63
229,Glass Women,Clothing,Women,3634.83
230,Against Kitchen,Home,Kitchen,666.81
231,Whom Fiction,Books,Fiction,1366.53
232,Size Accessories,Electronics,Accessories,983.91
233,Generation Kitchen,Home,Kitchen,356.47
234,Those Women,Clothing,Women,3118.01
235,Or Kitchen,Home,Kitchen,2616.27
236,Together Accessories,Electronics,Accessories,4691.82
237,Late Mobile,Electronics,Mobile,2557.53
238,Each Mobile,Electronics,Mobile,4809.34
239,Hard Kids,Clothing,Kids,1270.14
240,Trial Kitchen,Home,Kitchen,1162.92
241,Song Furniture,Home,Furniture,3815.47
242,Should Laptop,Electronics,Laptop,2522.56
243,Today Men,Clothing,Men,2243.6
244,Have Fiction,Books,Fiction,1612.0
245,Last Comics,Books,Comics,1784.03
246,Push Comics,Books,Comics,2447.44
247,East Fiction,Books,Fiction,250.9
248,Whatever Fiction,Books,Fiction,2438.6
249,Begin Men,Clothing,Men,4468.32
250,Require Kitchen,Home,Kitchen,206.26
251,Event Furniture,Home,Furniture,947.44
252,Degree Laptop,Electronics,Laptop,4020.34
253,Ball Kids,Clothing,Kids,2676.19
254,Dark Mobile,Electronics,Mobile,4479.62
255,Especially Men,Clothing,Men,513.74
256,Fund Mobile,Electronics,Mobile,1230.16
257,Land Fiction,Books,Fiction,4229.87
258,That Men,Clothing,Men,3299.36
259,Huge Furniture,Home,Furniture,3993.93
260,Beautiful Kitchen,Home,Kitchen,1190.07
261,Year Mobile,Electronics,Mobile,443.96
262,Two Furniture,Home,Furniture,3155.51
263,Remember Kitchen,Home,Kitchen,422.07
264,Among Furniture,Home,Furniture,4903.54
265,Hair Comics,Books,Comics,2841.96
266,Physical Kids,Clothing,Kids,1395.32
267,Bill Education,Books,Education,3129.71
268,Pressure Decor,Home,Decor,1326.76
269,Pay Men,Clothing,Men,585.58
270,Listen Kids,Clothing,Kids,255.07
271,Him Laptop,Electronics,Laptop,2779.76
272,Someone Kids,Clothing,Kids,2156.17
273,Manager Mobile,Electronics,Mobile,2270.44
274,Wall Laptop,Electronics,Laptop,2249.05
275,Prove Women,Clothing,Women,3072.61
276,According Kitchen,Home,Kitchen,840.55
277,Defense Mobile,Electronics,Mobile,4097.35
278,Ever Laptop,Electronics,Laptop,917.69
279,Continue Men,Clothing,Men,3696.69
280,Enter Laptop,Electronics,Laptop,3368.57
281,Industry Education,Books,Education,1059.71
282,Process Men,Clothing,Men,2759.55
283,Year Comics,Books,Comics,1407.63
284,Join Furniture,Home,Furniture,1993.44
285,Enjoy Kids,Clothing,Kids,4985.23
286,Leave Furniture,Home,Furniture,4300.06
287,Make Women,Clothing,Women,1060.46
288,Lose Comics,Books,Comics,3390.39
289,Everyone Women,Clothing,Women,2034.57
290,Together Education,Books,Education,1018.91
291,Level Furniture,Home,Furniture,3260.35
292,Occur Mobile,Electronics,Mobile,570.68
293,Ready Furniture,Home,Furniture,851.76
294,Perform Accessories,Electronics,Accessories,4678.01
295,Contain Laptop,Electronics,Laptop,3376.12
296,Its Kids,Clothing,Kids,1601.51
297,Painting Kitchen,Home,Kitchen,1591.2
298,Yourself Accessories,Electronics,Accessories,4437.78
299,Pass Decor,Home,Decor,2321.21
300,Letter Laptop,Electronics,Laptop,760.77
301,Art Fiction,Books,Fiction,981.36
302,Use Accessories,Electronics,Accessories,1655.78
303,American Furniture,Home,Furniture,2311.32
304,Treat Fiction,Books,Fiction,572.22
305,Religious Fiction,Books,Fiction,1971.74
306,Politics Mobile,Electronics,Mobile,2021.28
307,Fear Mobile,Electronics,Mobile,2961.51
308,Meeting Men,Clothing,Men,1715.82
309,Deep Accessories,Electronics,Accessories,2789.26
310,Real Women,Clothing,Women,146.7
311,Offer Men,Clothing,Men,4836.96
312,Sense Comics,Books,Comics,3679.31
313,Successful Decor,Home,Decor,319.61
314,Foreign Decor,Home,Decor,725.54
315,Win Laptop,Electronics,Laptop,725.86
316,Myself Kitchen,Home,Kitchen,4037.47
317,Defense Fiction,Books,Fiction,2389.12
318,Hundred Decor,Home,Decor,3296.59
319,Discover Mobile,Electronics,Mobile,2776.58
320,Visit Decor,Home,Decor,4658.64
321,Hand Laptop,Electronics,Laptop,3336.48
322,National Men,Clothing,Men,884.73
323,Assume Mobile,Electronics,Mobile,4505.51
324,Mrs Accessories,Electronics,Accessories,3741.47
325,Purpose Fiction,Books,Fiction,2070.56
326,Thought Men,Clothing,Men,3105.9
327,Treat Kids,Clothing,Kids,817.23
328,Learn Laptop,Electronics,Laptop,4167.6
329,Phone Women,Clothing,Women,4569.76
330,Society Accessories,Electronics,Accessories,1164.8
331,Right Decor,Home,Decor,1224.37
332,Pretty Kids,Clothing,Kids,209.34
333,Present Comics,Books,Comics,3963.97
334,However Women,Clothing,Women,4545.44
335,Can Fiction,Books,Fiction,3211.84
336,Note Mobile,Electronics,Mobile,1678.1
337,Stage Women,Clothing,Women,163.67
338,Before Accessories,Electronics,Accessories,1732.97
339,Bar Decor,Home,Decor,2707.14
340,Would Education,Books,Education,4134.32
341,Idea Fiction,Books,Fiction,3456.41
342,Best Decor,Home,Decor,1860.06
343,Parent Women,Clothing,Women,4447.81
344,Language Mobile,Electronics,Mobile,2164.05
345,Might Kids,Clothing,Kids,3657.72
346,Push Kids,Clothing,Kids,2980.34
347,Hundred Decor,Home,Decor,4080.65
348,Skill Furniture,Home,Furniture,2328.91
349,Former Men,Clothing,Men,2706.96
350,True Men,Clothing,Men,3072.12
351,Activity Fiction,Books,Fiction,2908.75
352,Worker Comics,Books,Comics,1803.2
353,Also Kitchen,Home,Kitchen,4777.21
354,Interview Kids,Clothing,Kids,2866.38
355,Week Mobile,Electronics,Mobile,4325.65
356,Discuss Fiction,Books,Fiction,4507.96
357,Response Kids,Clothing,Kids,2667.35
358,Political Laptop,Electronics,Laptop,543.42
359,Black Education,Books,Education,117.91
360,Anything Fiction,Books,Fiction,2557.75
361,Along Accessories,Electronics,Accessories,3521.33
362,Year Accessories,Electronics,Accessories,3088.33
363,Own Comics,Books,Comics,1037.47
364,Tough Kids,Clothing,Kids,2018.67
365,Room Kitchen,Home,Kitchen,2876.11
366,Themselves Furniture,Home,Furniture,1137.68
367,Game Men,Clothing,Men,841.8
368,Treat Women,Clothing,Women,1394.68
369,According Laptop,Electronics,Laptop,3778.51
370,Sing Education,Books,Education,939.87
371,Hot Education,Books,Education,4157.18
372,Open Comics,Books,Comics,1091.78
373,Whose Education,Books,Education,3371.11
374,Her Kitchen,Home,Kitchen,458.62
375,History Furniture,Home,Furniture,3401.27
376,Alone Accessories,Electronics,Accessories,3199.13
377,Human Comics,Books,Comics,4453.12
378,Turn Laptop,Electronics,Laptop,4342.8
379,Sense Mobile,Electronics,Mobile,4120.45
380,Just Men,Clothing,Men,3408.91
381,Field Comics,Books,Comics,2996.0
382,Able Fiction,Books,Fiction,159.46
383,Kid Education,Books,Education,4627.69
384,South Kids,Clothing,Kids,2257.18
385,Air Kitchen,Home,Kitchen,4453.1
386,Law Men,Clothing,Men,3392.88
387,Myself Comics,Books,Comics,4348.94
388,Trial Decor,Home,Decor,3423.02
389,Case Mobile,Electronics,Mobile,582.47
390,Recognize Decor,Home,Decor,4863.06
391,Soldier Decor,Home,Decor,3832.47
392,Money Women,Clothing,Women,640.77
393,Old Women,Clothing,Women,1996.02
394,Oil Kitchen,Home,Kitchen,4150.65
395,Movie Laptop,Electronics,Laptop,4305.41
396,Civil Mobile,Electronics,Mobile,4265.91
397,Deep Kitchen,Home,Kitchen,2893.65
398,Perhaps Laptop,Electronics,Laptop,1969.82
399,Trial Mobile,Electronics,Mobile,1992.09
400,Word Furniture,Home,Furniture,2794.46
401,Break Kitchen,Home,Kitchen,1220.43
402,Someone Education,Books,Education,2361.59
403,Once Accessories,Electronics,Accessories,3925.91
404,Official Education,Books,Education,2060.65
405,Manage Kids,Clothing,Kids,3870.17
406,Baby Kids,Clothing,Kids,3769.96
407,Way Decor,Home,Decor,3482.82
408,Record Women,Clothing,Women,3987.14
409,Will Accessories,Electronics,Accessories,4524.76
410,Man Men,Clothing,Men,1328.53
411,Themselves Fiction,Books,Fiction,4555.08
412,Image Laptop,Electronics,Laptop,1908.41
413,Dream Furniture,Home,Furniture,2389.02
414,Remain Men,Clothing,Men,3247.21
415,Discussion Comics,Books,Comics,4055.0
416,Early Education,Books,Education,374.85
417,Audience Accessories,Electronics,Accessories,4224.93
418,Trip Education,Books,Education,1958.24
419,Message Men,Clothing,Men,2986.19
420,Growth Furniture,Home,Furniture,2453.92
421,Forget Kids,Clothing,Kids,3308.03
422,Charge Furniture,Home,Furniture,2926.33
423,Base Comics,Books,Comics,4946.99
424,Fast Mobile,Electronics,Mobile,4859.77
425,Hot Women,Clothing,Women,646.26
426,Despite Accessories,Electronics,Accessories,4828.79
427,President Accessories,Electronics,Accessories,742.29
428,Buy Laptop,Electronics,Laptop,2352.26
429,Simply Women,Clothing,Women,1846.96
430,Garden Mobile,Electronics,Mobile,250.2
431,Partner Furniture,Home,Furniture,573.72
432,Performance Accessories,Electronics,Accessories,4941.43
433,Computer Men,Clothing,Men,4613.47
434,Product Decor,Home,Decor,1709.85
435,Stand Laptop,Electronics,Laptop,3731.45
436,Claim Kitchen,Home,Kitchen,555.88
437,Eat Education,Books,Education,3318.22
438,Feel Men,Clothing,Men,2523.8
439,Fish Decor,Home,Decor,3889.87
440,Gun Education,Books,Education,268.43
441,Control Furniture,Home,Furniture,2312.95
442,Night Fiction,Books,Fiction,2453.53
443,Charge Fiction,Books,Fiction,678.47
444,Ready Mobile,Electronics,Mobile,4367.02
445,The Kitchen,Home,Kitchen,3043.18
446,Drop Education,Books,Education,4786.36
447,Region Women,Clothing,Women,659.13
448,Attorney Mobile,Electronics,Mobile,1279.37
449,Raise Kids,Clothing,Kids,300.91
450,Key Education,Books,Education,1427.99
451,Yard Fiction,Books,Fiction,2349.06
452,Whose Accessories,Electronics,Accessories,3982.46
453,Yet Kids,Clothing,Kids,3057.62
454,Fund Mobile,Electronics,Mobile,3803.91
455,Direction Comics,Books,Comics,1507.4
456,Laugh Women,Clothing,Women,4599.16
457,Room Men,Clothing,Men,100.27
458,Together Accessories,Electronics,Accessories,624.94
459,American Laptop,Electronics,Laptop,2059.77
460,Identify Comics,Books,Comics,1260.17
461,Rule Furniture,Home,Furniture,3710.82
462,Condition Kids,Clothing,Kids,507.27
463,Who Men,Clothing,Men,4754.52
464,Front Fiction,Books,Fiction,3350.98
465,Federal Kitchen,Home,Kitchen,2170.44
466,Necessary Fiction,Books,Fiction,3302.81
467,But Comics,Books,Comics,1003.25
468,Street Education,Books,Education,2371.34
469,Candidate Furniture,Home,Furniture,436.62
470,Identify Decor,Home,Decor,1095.11
471,Morning Education,Books,Education,3083.59
472,Politics Women,Clothing,Women,2836.01
473,Blood Mobile,Electronics,Mobile,245.45
474,Put Accessories,Electronics,Accessories,2908.06
475,Home Decor,Home,Decor,3429.87
476,Society Decor,Home,Decor,3273.37
477,Raise Women,Clothing,Women,409.3
478,Piece Decor,Home,Decor,3289.3
479,Arm Laptop,Electronics,Laptop,1572.24
480,With Men,Clothing,Men,3646.43
481,Senior Laptop,Electronics,Laptop,2294.69
482,Attorney Kids,Clothing,Kids,2824.15
483,Respond Decor,Home,Decor,865.05
484,Against Laptop,Electronics,Laptop,1300.26
485,Energy Accessories,Electronics,Accessories,2462.67
486,Often Women,Clothing,Women,3931.96
487,Education Furniture,Home,Furniture,3920.45
488,Require Mobile,Electronics,Mobile,3366.24
489,Song Kitchen,Home,Kitchen,2412.1
490,Site Fiction,Books,Fiction,2894.46
491,Hand Education,Books,Education,4742.46
492,Buy Fiction,Books,Fiction,2517.18
493,Anything Decor,Home,Decor,1010.4
494,Interest Laptop,Electronics,Laptop,2928.78
495,War Kids,Clothing,Kids,4354.71
496,Suddenly Laptop,Electronics,Laptop,1164.13
497,Prove Comics,Books,Comics,2734.74
498,Over Kitchen,Home,Kitchen,1854.59
499,Turn Mobile,Electronics,Mobile,1815.37
500,Claim Kitchen,Home,Kitchen,4099.86
