item_id,order_id,product_id,quantity,unit_price,discount_percent
125,6,110,1,2571.25,8.08
126,365,308,5,1715.82,86.53
127,145,349,3,2706.96,86.3
128,7,83,2,1760.66,6.67
129,446,86,10,4966.15,92.81
130,200,5,3,119.91,24.8
131,80,179,7,3486.69,72.05
132,242,228,2,4458.63,48.14
133,313,291,7,3260.35,46.11
134,320,82,8,1380.97,29.61
135,259,320,4,4658.64,78.44
136,164,492,3,2517.18,92.19
137,46,167,1,3922.68,4.62
138,150,404,2,2060.65,87.79
139,409,110,8,2571.25,76.29
140,420,165,4,3412.91,79.07
141,351,297,2,1591.2,2.85
142,483,378,10,4342.8,87.91
143,213,451,1,2349.06,83.05
144,383,47,1,3723.84,80.16
145,415,382,8,159.46,19.76
146,324,401,1,1220.43,82.56
147,320,309,10,2789.26,79.08
148,161,485,7,2462.67,2.32
149,266,279,5,3696.69,12.49
150,29,176,7,4630.81,53.16
152,236,254,9,4479.62,62.51
153,194,468,10,2371.34,77.02
154,483,112,1,1171.26,7.06
155,11,131,9,3506.75,92.88
156,462,34,5,2801.7,92.81
157,118,98,7,502.81,95.27
158,46,309,7,2789.26,98.36
159,484,143,7,645.2,4.84
160,62,407,6,3482.82,84.43
161,37,285,1,4985.23,89.12
162,52,27,8,3247.23,87.25
163,348,123,2,2954.83,81.76
164,3,109,10,3290.62,94.71
165,372,365,1,2876.11,70.72
166,460,388,1,3423.02,56.42
167,17,339,10,2707.14,51.38
168,393,489,3,2412.1,70.96
169,487,259,9,3993.93,68.4
170,195,154,9,4877.32,83.1
171,243,227,9,4158.41,65.95
172,385,95,3,3577.32,5.12
173,361,81,8,1414.09,13.64
174,356,34,1,2801.7,21.51
175,346,387,10,4348.94,87.01
176,353,424,2,4859.77,95.0
177,105,143,3,645.2,75.55
178,242,16,9,4892.72,0.83
179,238,452,2,3982.46,73.45
180,87,9,7,561.67,74.83
181,238,368,9,1394.68,89.72
182,85,318,7,3296.59,97.49
183,492,320,4,4658.64,22.11
184,157,425,9,646.26,50.2
185,166,352,8,1803.2,15.76
186,244,34,10,2801.7,85.29
187,182,405,8,3870.17,66.86
188,431,142,8,490.6,60.08
189,427,417,7,4224.93,11.51
190,496,403,6,3925.91,76.16
191,67,13,1,3716.04,96.56
193,10,329,7,4569.76,97.68
194,248,321,6,3336.48,46.9
195,122,439,1,3889.87,0.14
196,460,27,3,3247.23,61.99
197,87,302,3,1655.78,79.8
198,436,491,3,4742.46,5.01
199,468,449,8,300.91,32.05
200,178,474,9,2908.06,9.42
201,365,229,10,3634.83,45.15
202,133,416,10,374.85,79.17
203,339,235,6,2616.27,46.62
204,456,100,7,1944.96,13.72
205,273,96,1,2952.22,16.37
206,248,412,5,1908.41,82.32
207,489,419,1,2986.19,54.76
208,369,443,1,678.47,75.71
209,284,311,9,4836.96,42.0
210,386,300,5,760.77,12.86
211,241,490,9,2894.46,80.08
212,429,370,4,939.87,67.96
213,409,369,3,3778.51,37.32
214,170,497,6,2734.74,61.66
215,483,153,3,3620.74,87.07
216,93,363,3,1037.47,94.89
217,483,319,5,2776.58,89.04
218,43,471,6,3083.59,79.89
219,436,387,5,4348.94,96.52
220,479,218,1,4022.1,31.79
221,311,380,3,3408.91,68.54
222,262,256,2,1230.16,15.04
223,213,70,1,4319.15,35.51
224,173,9,10,561.67,82.79
225,486,49,3,1726.23,10.0
226,268,307,7,2961.51,6.48
227,171,25,4,228.01,3.92
228,195,491,2,4742.46,9.44
230,88,499,10,1815.37,98.18
231,4,265,8,2841.96,4.03
233,311,119,3,2367.68,41.97
234,28,177,7,3650.09,60.9
235,50,210,9,3509.27,28.04
236,498,337,10,163.67,41.22
237,320,27,10,3247.23,97.14
238,261,481,9,2294.69,55.99
239,106,392,10,640.77,41.31
241,214,392,4,640.77,88.01
242,120,83,10,1760.66,83.03
243,445,438,7,2523.8,40.61
244,464,330,1,1164.8,73.32
245,319,497,7,2734.74,93.27
246,77,9,6,561.67,86.3
247,48,214,1,3154.59,6.32
248,323,245,2,1784.03,70.69
249,143,321,7,3336.48,8.89
250,430,467,1,1003.25,88.68
252,248,232,9,983.91,17.75
253,231,445,8,3043.18,8.66
254,338,491,1,4742.46,63.57
255,445,427,1,742.29,49.12
256,492,364,4,2018.67,37.55
257,472,421,3,3308.03,71.06
258,143,419,6,2986.19,92.03
259,400,119,2,2367.68,77.6
260,193,121,4,4192.28,67.88
261,333,243,8,2243.6,38.38
262,302,316,10,4037.47,67.64
263,7,459,6,2059.77,39.38
264,286,410,9,1328.53,20.75
265,147,283,2,1407.63,70.48
266,45,193,9,899.82,31.35
267,126,474,3,2908.06,85.76
268,29,370,4,939.87,18.26
269,139,162,1,2749.15,71.19
270,191,218,2,4022.1,11.73
271,290,136,8,2179.28,54.64
272,185,154,2,4877.32,44.55
273,125,454,2,3803.91,8.26
274,457,470,4,1095.11,69.88
275,58,209,10,1889.76,49.04
276,409,38,7,4082.5,38.18
278,232,1,8,2460.08,73.43
279,101,21,1,4151.99,89.32
280,324,474,5,2908.06,40.49
281,3,206,1,1543.62,22.84
282,205,333,2,3963.97,0.13
283,202,330,4,1164.8,17.5
284,486,36,8,3177.43,87.48
285,149,21,9,4151.99,92.59
286,483,475,2,3429.87,57.22
287,140,456,8,4599.16,90.03
288,354,404,6,2060.65,14.02
289,329,187,1,1467.07,71.83
290,40,74,9,1822.4,69.95
291,242,467,10,1003.25,33.83
292,179,362,7,3088.33,66.74
293,180,160,1,1244.9,17.2
295,500,342,6,1860.06,77.97
297,335,100,1,1944.96,69.61
298,100,430,1,250.2,9.47
299,175,147,6,4135.11,32.16
300,429,433,8,4613.47,31.72
301,290,146,10,2684.53,25.87
302,230,317,2,2389.12,74.03
303,348,105,5,170.02,99.75
304,164,69,10,2373.13,81.77
306,496,413,2,2389.02,90.35
307,280,442,7,2453.53,98.94
308,417,190,2,3112.83,99.27
310,423,411,1,4555.08,61.74
311,230,446,7,4786.36,68.59
312,469,245,8,1784.03,47.88
313,116,24,6,1007.22,8.37
314,189,327,8,817.23,4.39
315,170,248,9,2438.6,54.75
317,236,332,4,209.34,85.31
318,69,327,7,817.23,41.91
319,178,448,3,1279.37,59.74
320,495,470,1,1095.11,22.28
321,78,311,4,4836.96,49.96
322,380,68,10,2733.59,5.07
323,470,442,1,2453.53,53.34
324,443,423,6,4946.99,56.47
325,180,337,5,163.67,28.47
326,157,358,10,543.42,96.52
327,464,51,10,1878.06,47.44
328,222,351,5,2908.75,70.9
329,380,410,9,1328.53,21.27
330,256,280,2,3368.57,50.35
331,377,34,2,2801.7,14.26
332,231,222,1,3426.79,14.81
333,97,343,8,4447.81,83.9
334,123,497,5,2734.74,4.2
335,84,432,7,4941.43,1.09
336,305,122,2,967.72,70.11
338,466,466,7,3302.81,11.44
340,109,223,9,4338.18,1.61
341,144,45,6,2105.01,12.07
342,183,46,3,269.19,8.81
343,2,45,1,2105.01,63.9
344,84,305,6,1971.74,72.6
345,293,339,10,2707.14,37.12
346,345,318,3,3296.59,31.03
347,341,161,8,1712.69,33.58
348,239,5,8,119.91,16.61
349,93,177,9,3650.09,82.17
351,125,165,10,3412.91,95.02
352,49,111,5,2112.27,31.73
353,235,315,2,725.86,20.19
354,122,49,2,1726.23,62.41
355,144,315,6,725.86,2.46
356,180,430,8,250.2,51.46
357,91,215,2,2911.7,64.24
358,451,374,9,458.62,75.23
359,3,277,5,4097.35,39.31
360,428,214,7,3154.59,76.66
361,490,140,2,3983.89,73.29
362,187,138,9,4719.81,90.75
363,300,71,3,153.12,5.49
364,280,442,3,2453.53,34.72
365,193,447,7,659.13,27.19
366,102,123,1,2954.83,27.69
368,495,195,7,1663.7,50.29
370,161,361,2,3521.33,29.71
371,327,463,2,4754.52,84.72
372,46,309,4,2789.26,21.46
373,166,347,5,4080.65,98.68
374,142,50,9,3272.27,75.05
375,474,220,4,3665.84,36.03
377,59,477,5,409.3,67.89
378,454,299,3,2321.21,35.41
379,311,159,3,2305.54,63.51
380,201,206,4,1543.62,37.78
381,240,337,7,163.67,47.83
382,465,344,2,2164.05,13.23
383,86,88,8,3327.88,5.43
384,160,60,7,1152.69,59.69
385,481,101,5,4666.18,85.38
386,460,453,3,3057.62,96.45
387,316,215,2,2911.7,23.3
388,82,6,7,1751.88,92.75
389,173,300,2,760.77,78.89
391,118,62,2,2719.15,53.46
392,253,7,3,4223.45,49.89
393,142,63,4,558.55,70.52
394,19,409,9,4524.76,2.66
395,47,3,7,755.71,26.36
396,140,198,10,3972.0,52.97
397,127,78,9,4091.37,3.64
398,375,211,3,1962.41,28.38
400,436,174,6,229.73,21.19
401,4,277,1,4097.35,51.54
402,69,49,6,1726.23,13.38
403,365,448,6,1279.37,47.81
404,89,117,6,3379.54,34.25
405,161,141,4,3284.03,89.04
407,383,157,10,529.91,38.83
408,191,120,8,215.67,91.06
409,392,289,7,2034.57,61.44
410,5,166,9,4370.12,56.37
411,137,93,9,2232.76,71.58
412,420,479,4,1572.24,22.71
413,361,220,5,3665.84,89.72
414,247,310,4,146.7,18.01
415,115,118,3,1582.9,85.34
416,156,158,8,1557.11,47.45
417,41,228,2,4458.63,87.01
418,466,387,1,4348.94,24.6
419,218,473,7,245.45,72.62
420,392,208,4,428.01,29.65
421,308,79,2,511.36,58.01
422,232,374,8,458.62,51.96
423,441,243,8,2243.6,67.4
424,337,319,1,2776.58,1.84
425,235,329,9,4569.76,51.67
427,233,379,7,4120.45,98.02
428,1,464,7,3350.98,65.2
429,437,265,5,2841.96,83.41
430,324,215,7,2911.7,39.28
431,309,325,4,2070.56,29.05
432,164,324,1,3741.47,22.4
433,184,69,3,2373.13,18.51
434,173,366,4,1137.68,8.55
435,136,123,10,2954.83,43.9
436,232,35,6,2604.85,30.85
437,489,103,1,2402.75,28.38
438,152,353,9,4777.21,30.2
439,184,333,7,3963.97,20.06
440,165,84,4,174.77,11.75
441,466,374,1,458.62,60.27
442,427,61,1,1820.51,13.54
443,216,357,9,2667.35,60.46
445,161,396,8,4265.91,17.23
446,53,365,10,2876.11,57.53
447,271,2,9,4312.64,84.29
448,45,166,1,4370.12,26.11
449,318,429,10,1846.96,58.7
450,414,313,2,319.61,6.74
451,98,437,1,3318.22,16.47
452,246,313,6,319.61,51.4
453,443,152,7,732.48,70.15
454,22,499,7,1815.37,21.25
455,123,369,1,3778.51,89.04
456,443,215,3,2911.7,62.55
457,418,370,9,939.87,60.61
458,74,257,8,4229.87,48.32
459,68,323,5,4505.51,50.53
460,442,279,7,3696.69,88.27
461,440,96,7,2952.22,39.55
462,305,170,10,2737.59,46.2
463,36,141,10,3284.03,69.85
464,201,179,4,3486.69,5.25
465,201,48,5,4769.52,74.24
466,394,210,3,3509.27,29.79
467,147,264,3,4903.54,61.46
468,20,210,3,3509.27,66.36
469,277,326,10,3105.9,56.17
470,365,485,10,2462.67,3.41
471,295,458,8,624.94,40.92
472,367,115,6,180.86,47.24
473,171,44,2,4875.98,41.11
474,256,129,1,2732.9,72.2
475,43,423,4,4946.99,50.01
476,460,275,1,3072.61,53.47
477,106,4,8,1012.79,53.52
479,127,169,7,852.11,53.01
480,336,186,7,2697.55,77.39
481,142,473,3,245.45,23.9
482,279,404,1,2060.65,9.48
483,171,202,1,2497.97,45.6
484,497,167,7,3922.68,81.56
485,308,460,5,1260.17,39.14
486,107,192,8,3583.21,66.5
487,153,390,5,4863.06,82.02
488,237,342,3,1860.06,54.52
489,246,325,6,2070.56,26.71
490,381,221,10,4552.39,59.86
491,335,199,9,924.62,79.56
492,481,183,2,972.19,69.76
494,438,234,9,3118.01,79.1
495,78,402,5,2361.59,11.12
496,493,403,1,3925.91,4.22
497,201,181,8,4188.03,81.06
498,78,52,2,2669.37,44.82
499,306,202,6,2497.97,82.9
500,210,270,8,255.07,50.53
